,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,HBName,Country
867,2021Q1,S92000003,S08000015,Melanoma,6.0,6.0,NHS Ayrshire and Arran,S92000003
868,2021Q1,S92000003,S08000015,Ovarian,4.0,4.0,NHS Ayrshire and Arran,S92000003
869,2021Q1,S92000003,S08000015,Upper GI,22.0,19.0,NHS Ayrshire and Arran,S92000003
870,2021Q1,S92000003,S08000015,Urological,30.0,30.0,NHS Ayrshire and Arran,S92000003
871,2021Q1,S08000015,S08000015,All Cancer Types,224.0,178.0,NHS Ayrshire and Arran,S92000003
872,2021Q1,S08000031,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,S92000003
873,2021Q1,S92000003,S08000015,All Cancer Types,225.0,179.0,NHS Ayrshire and Arran,S92000003
874,2021Q2,S08000015,S08000015,Breast,88.0,60.0,NHS Ayrshire and Arran,S92000003
875,2021Q2,S08000015,S08000015,Colorectal,43.0,39.0,NHS Ayrshire and Arran,S92000003
876,2021Q2,S08000015,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
877,2021Q2,S08000015,S08000015,Lung,35.0,35.0,NHS Ayrshire and Arran,S92000003
878,2021Q2,S08000015,S08000015,Lymphoma,8.0,8.0,NHS Ayrshire and Arran,S92000003
879,2021Q2,S08000015,S08000015,Melanoma,10.0,10.0,NHS Ayrshire and Arran,S92000003
880,2021Q2,S08000015,S08000015,Upper GI,38.0,38.0,NHS Ayrshire and Arran,S92000003
881,2021Q2,S08000015,S08000015,Urological,48.0,48.0,NHS Ayrshire and Arran,S92000003
882,2021Q2,S08000029,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,S92000003
883,2021Q2,S92000003,S08000015,Breast,89.0,61.0,NHS Ayrshire and Arran,S92000003
884,2021Q2,S92000003,S08000015,Colorectal,43.0,39.0,NHS Ayrshire and Arran,S92000003
885,2021Q2,S92000003,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
886,2021Q2,S92000003,S08000015,Lung,35.0,35.0,NHS Ayrshire and Arran,S92000003
887,2021Q2,S92000003,S08000015,Lymphoma,8.0,8.0,NHS Ayrshire and Arran,S92000003
888,2021Q2,S92000003,S08000015,Melanoma,10.0,10.0,NHS Ayrshire and Arran,S92000003
889,2021Q2,S92000003,S08000015,Upper GI,38.0,38.0,NHS Ayrshire and Arran,S92000003
890,2021Q2,S92000003,S08000015,Urological,48.0,48.0,NHS Ayrshire and Arran,S92000003
891,2021Q2,S08000015,S08000015,All Cancer Types,275.0,243.0,NHS Ayrshire and Arran,S92000003
892,2021Q2,S08000029,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,S92000003
893,2021Q2,S92000003,S08000015,All Cancer Types,276.0,244.0,NHS Ayrshire and Arran,S92000003
894,2021Q3,S08000015,S08000015,Breast,79.0,54.0,NHS Ayrshire and Arran,S92000003
895,2021Q3,S08000015,S08000015,Colorectal,48.0,43.0,NHS Ayrshire and Arran,S92000003
896,2021Q3,S08000015,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
897,2021Q3,S08000015,S08000015,Lung,28.0,28.0,NHS Ayrshire and Arran,S92000003
898,2021Q3,S08000015,S08000015,Lymphoma,9.0,9.0,NHS Ayrshire and Arran,S92000003
899,2021Q3,S08000015,S08000015,Melanoma,13.0,12.0,NHS Ayrshire and Arran,S92000003
900,2021Q3,S08000015,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
901,2021Q3,S08000015,S08000015,Upper GI,21.0,18.0,NHS Ayrshire and Arran,S92000003
902,2021Q3,S08000015,S08000015,Urological,28.0,28.0,NHS Ayrshire and Arran,S92000003
903,2021Q3,S92000003,S08000015,Breast,79.0,54.0,NHS Ayrshire and Arran,S92000003
904,2021Q3,S92000003,S08000015,Colorectal,48.0,43.0,NHS Ayrshire and Arran,S92000003
905,2021Q3,S92000003,S08000015,Head & Neck,5.0,5.0,NHS Ayrshire and Arran,S92000003
906,2021Q3,S92000003,S08000015,Lung,28.0,28.0,NHS Ayrshire and Arran,S92000003
907,2021Q3,S92000003,S08000015,Lymphoma,9.0,9.0,NHS Ayrshire and Arran,S92000003
908,2021Q3,S92000003,S08000015,Melanoma,13.0,12.0,NHS Ayrshire and Arran,S92000003
909,2021Q3,S92000003,S08000015,Ovarian,2.0,2.0,NHS Ayrshire and Arran,S92000003
910,2021Q3,S92000003,S08000015,Upper GI,21.0,18.0,NHS Ayrshire and Arran,S92000003
911,2021Q3,S92000003,S08000015,Urological,28.0,28.0,NHS Ayrshire and Arran,S92000003
912,2021Q3,S08000015,S08000015,All Cancer Types,233.0,199.0,NHS Ayrshire and Arran,S92000003
913,2021Q3,S92000003,S08000015,All Cancer Types,233.0,199.0,NHS Ayrshire and Arran,S92000003
914,2021Q4,S08000015,S08000015,Breast,99.0,55.0,NHS Ayrshire and Arran,S92000003
915,2021Q4,S08000015,S08000015,Colorectal,38.0,34.0,NHS Ayrshire and Arran,S92000003
916,2021Q4,S08000015,S08000015,Head & Neck,4.0,2.0,NHS Ayrshire and Arran,S92000003
917,2021Q4,S08000015,S08000015,Lung,30.0,30.0,NHS Ayrshire and Arran,S92000003
918,2021Q4,S08000015,S08000015,Lymphoma,4.0,3.0,NHS Ayrshire and Arran,S92000003
919,2021Q4,S08000015,S08000015,Melanoma,10.0,9.0,NHS Ayrshire and Arran,S92000003
920,2021Q4,S08000015,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,S92000003
921,2021Q4,S08000015,S08000015,Upper GI,13.0,10.0,NHS Ayrshire and Arran,S92000003
922,2021Q4,S08000015,S08000015,Urological,42.0,42.0,NHS Ayrshire and Arran,S92000003
923,2021Q4,S08000024,S08000015,Breast,1.0,1.0,NHS Ayrshire and Arran,S92000003
924,2021Q4,S08000031,S08000015,Lung,1.0,1.0,NHS Ayrshire and Arran,S92000003
925,2021Q4,S08000031,S08000015,Upper GI,1.0,1.0,NHS Ayrshire and Arran,S92000003
926,2021Q4,S92000003,S08000015,Breast,100.0,56.0,NHS Ayrshire and Arran,S92000003
927,2021Q4,S92000003,S08000015,Colorectal,38.0,34.0,NHS Ayrshire and Arran,S92000003
928,2021Q4,S92000003,S08000015,Head & Neck,4.0,2.0,NHS Ayrshire and Arran,S92000003
929,2021Q4,S92000003,S08000015,Lung,31.0,31.0,NHS Ayrshire and Arran,S92000003
930,2021Q4,S92000003,S08000015,Lymphoma,4.0,3.0,NHS Ayrshire and Arran,S92000003
931,2021Q4,S92000003,S08000015,Melanoma,10.0,9.0,NHS Ayrshire and Arran,S92000003
932,2021Q4,S92000003,S08000015,Ovarian,3.0,3.0,NHS Ayrshire and Arran,S92000003
933,2021Q4,S92000003,S08000015,Upper GI,14.0,11.0,NHS Ayrshire and Arran,S92000003
934,2021Q4,S92000003,S08000015,Urological,42.0,42.0,NHS Ayrshire and Arran,S92000003
935,2021Q4,S08000015,S08000015,All Cancer Types,243.0,188.0,NHS Ayrshire and Arran,S92000003
936,2021Q4,S08000024,S08000015,All Cancer Types,1.0,1.0,NHS Ayrshire and Arran,S92000003
937,2021Q4,S08000031,S08000015,All Cancer Types,2.0,2.0,NHS Ayrshire and Arran,S92000003
938,2021Q4,S92000003,S08000015,All Cancer Types,246.0,191.0,NHS Ayrshire and Arran,S92000003
939,2012Q1,S08000015,S08000017,Breast,2.0,2.0,NHS Dumfries and Galloway,S92000003
940,2012Q1,S08000017,S08000017,Breast,8.0,8.0,NHS Dumfries and Galloway,S92000003
941,2012Q1,S08000017,S08000017,Colorectal,20.0,20.0,NHS Dumfries and Galloway,S92000003
942,2012Q1,S08000017,S08000017,Head & Neck,2.0,2.0,NHS Dumfries and Galloway,S92000003
943,2012Q1,S08000017,S08000017,Lung,12.0,12.0,NHS Dumfries and Galloway,S92000003
944,2012Q1,S08000017,S08000017,Lymphoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
945,2012Q1,S08000017,S08000017,Melanoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
946,2012Q1,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
947,2012Q1,S08000017,S08000017,Upper GI,17.0,17.0,NHS Dumfries and Galloway,S92000003
948,2012Q1,S08000017,S08000017,Urological,17.0,17.0,NHS Dumfries and Galloway,S92000003
949,2012Q2,S08000017,S08000017,Breast,11.0,11.0,NHS Dumfries and Galloway,S92000003
950,2012Q2,S08000017,S08000017,Colorectal,18.0,18.0,NHS Dumfries and Galloway,S92000003
951,2012Q2,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
952,2012Q2,S08000017,S08000017,Lung,19.0,19.0,NHS Dumfries and Galloway,S92000003
953,2012Q2,S08000017,S08000017,Lymphoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
954,2012Q2,S08000017,S08000017,Melanoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
955,2012Q2,S08000017,S08000017,Ovarian,1.0,1.0,NHS Dumfries and Galloway,S92000003
956,2012Q2,S08000017,S08000017,Upper GI,6.0,6.0,NHS Dumfries and Galloway,S92000003
957,2012Q2,S08000017,S08000017,Urological,10.0,9.0,NHS Dumfries and Galloway,S92000003
958,2012Q3,S08000015,S08000017,Breast,2.0,2.0,NHS Dumfries and Galloway,S92000003
959,2012Q3,S08000017,S08000017,Breast,23.0,23.0,NHS Dumfries and Galloway,S92000003
960,2012Q3,S08000017,S08000017,Cervical,1.0,1.0,NHS Dumfries and Galloway,S92000003
961,2012Q3,S08000017,S08000017,Colorectal,22.0,21.0,NHS Dumfries and Galloway,S92000003
962,2012Q3,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
963,2012Q3,S08000017,S08000017,Lung,8.0,7.0,NHS Dumfries and Galloway,S92000003
964,2012Q3,S08000017,S08000017,Lymphoma,5.0,5.0,NHS Dumfries and Galloway,S92000003
965,2012Q3,S08000017,S08000017,Melanoma,7.0,7.0,NHS Dumfries and Galloway,S92000003
966,2012Q3,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
967,2012Q3,S08000017,S08000017,Upper GI,12.0,12.0,NHS Dumfries and Galloway,S92000003
968,2012Q3,S08000017,S08000017,Urological,22.0,21.0,NHS Dumfries and Galloway,S92000003
969,2012Q4,S08000015,S08000017,Breast,4.0,4.0,NHS Dumfries and Galloway,S92000003
970,2012Q4,S08000017,S08000017,Breast,13.0,13.0,NHS Dumfries and Galloway,S92000003
971,2012Q4,S08000017,S08000017,Cervical,1.0,1.0,NHS Dumfries and Galloway,S92000003
972,2012Q4,S08000017,S08000017,Colorectal,15.0,14.0,NHS Dumfries and Galloway,S92000003
973,2012Q4,S08000017,S08000017,Head & Neck,2.0,2.0,NHS Dumfries and Galloway,S92000003
974,2012Q4,S08000017,S08000017,Lung,10.0,10.0,NHS Dumfries and Galloway,S92000003
975,2012Q4,S08000017,S08000017,Lymphoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
976,2012Q4,S08000017,S08000017,Melanoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
977,2012Q4,S08000017,S08000017,Ovarian,1.0,1.0,NHS Dumfries and Galloway,S92000003
978,2012Q4,S08000017,S08000017,Upper GI,6.0,6.0,NHS Dumfries and Galloway,S92000003
979,2012Q4,S08000017,S08000017,Urological,14.0,14.0,NHS Dumfries and Galloway,S92000003
980,2013Q1,S08000017,S08000017,Breast,21.0,21.0,NHS Dumfries and Galloway,S92000003
981,2013Q1,S08000017,S08000017,Cervical,1.0,1.0,NHS Dumfries and Galloway,S92000003
982,2013Q1,S08000017,S08000017,Colorectal,18.0,18.0,NHS Dumfries and Galloway,S92000003
983,2013Q1,S08000017,S08000017,Lung,13.0,13.0,NHS Dumfries and Galloway,S92000003
984,2013Q1,S08000017,S08000017,Lymphoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
985,2013Q1,S08000017,S08000017,Melanoma,6.0,6.0,NHS Dumfries and Galloway,S92000003
986,2013Q1,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
987,2013Q1,S08000017,S08000017,Upper GI,12.0,12.0,NHS Dumfries and Galloway,S92000003
988,2013Q1,S08000017,S08000017,Urological,14.0,14.0,NHS Dumfries and Galloway,S92000003
989,2013Q2,S08000017,S08000017,Breast,17.0,17.0,NHS Dumfries and Galloway,S92000003
990,2013Q2,S08000017,S08000017,Colorectal,13.0,13.0,NHS Dumfries and Galloway,S92000003
991,2013Q2,S08000017,S08000017,Lung,8.0,8.0,NHS Dumfries and Galloway,S92000003
992,2013Q2,S08000017,S08000017,Lymphoma,7.0,7.0,NHS Dumfries and Galloway,S92000003
993,2013Q2,S08000017,S08000017,Melanoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
994,2013Q2,S08000017,S08000017,Ovarian,1.0,1.0,NHS Dumfries and Galloway,S92000003
995,2013Q2,S08000017,S08000017,Upper GI,8.0,8.0,NHS Dumfries and Galloway,S92000003
996,2013Q2,S08000017,S08000017,Urological,11.0,11.0,NHS Dumfries and Galloway,S92000003
997,2013Q3,S08000015,S08000017,Breast,1.0,1.0,NHS Dumfries and Galloway,S92000003
998,2013Q3,S08000017,S08000017,Breast,8.0,8.0,NHS Dumfries and Galloway,S92000003
999,2013Q3,S08000017,S08000017,Colorectal,18.0,18.0,NHS Dumfries and Galloway,S92000003
1000,2013Q3,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
1001,2013Q3,S08000017,S08000017,Lung,9.0,9.0,NHS Dumfries and Galloway,S92000003
1002,2013Q3,S08000017,S08000017,Lymphoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
1003,2013Q3,S08000017,S08000017,Melanoma,6.0,6.0,NHS Dumfries and Galloway,S92000003
1004,2013Q3,S08000017,S08000017,Ovarian,1.0,1.0,NHS Dumfries and Galloway,S92000003
1005,2013Q3,S08000017,S08000017,Upper GI,9.0,9.0,NHS Dumfries and Galloway,S92000003
1006,2013Q3,S08000017,S08000017,Urological,8.0,8.0,NHS Dumfries and Galloway,S92000003
1007,2013Q4,S08000015,S08000017,Breast,3.0,3.0,NHS Dumfries and Galloway,S92000003
1008,2013Q4,S08000017,S08000017,Breast,4.0,4.0,NHS Dumfries and Galloway,S92000003
1009,2013Q4,S08000017,S08000017,Colorectal,10.0,10.0,NHS Dumfries and Galloway,S92000003
1010,2013Q4,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
1011,2013Q4,S08000017,S08000017,Lung,9.0,9.0,NHS Dumfries and Galloway,S92000003
1012,2013Q4,S08000017,S08000017,Lymphoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
1013,2013Q4,S08000017,S08000017,Melanoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
1014,2013Q4,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
1015,2013Q4,S08000017,S08000017,Upper GI,7.0,7.0,NHS Dumfries and Galloway,S92000003
1016,2013Q4,S08000017,S08000017,Urological,10.0,10.0,NHS Dumfries and Galloway,S92000003
1017,2014Q1,S08000015,S08000017,Breast,2.0,2.0,NHS Dumfries and Galloway,S92000003
1018,2014Q1,S08000017,S08000017,Breast,11.0,11.0,NHS Dumfries and Galloway,S92000003
1019,2014Q1,S08000017,S08000017,Cervical,1.0,1.0,NHS Dumfries and Galloway,S92000003
1020,2014Q1,S08000017,S08000017,Colorectal,10.0,10.0,NHS Dumfries and Galloway,S92000003
1021,2014Q1,S08000017,S08000017,Lung,3.0,3.0,NHS Dumfries and Galloway,S92000003
1022,2014Q1,S08000017,S08000017,Lymphoma,4.0,4.0,NHS Dumfries and Galloway,S92000003
1023,2014Q1,S08000017,S08000017,Melanoma,4.0,4.0,NHS Dumfries and Galloway,S92000003
1024,2014Q1,S08000017,S08000017,Upper GI,14.0,14.0,NHS Dumfries and Galloway,S92000003
1025,2014Q1,S08000017,S08000017,Urological,14.0,14.0,NHS Dumfries and Galloway,S92000003
1026,2014Q2,S08000015,S08000017,Breast,4.0,4.0,NHS Dumfries and Galloway,S92000003
1027,2014Q2,S08000017,S08000017,Breast,17.0,17.0,NHS Dumfries and Galloway,S92000003
1028,2014Q2,S08000017,S08000017,Colorectal,22.0,21.0,NHS Dumfries and Galloway,S92000003
1029,2014Q2,S08000017,S08000017,Lung,14.0,14.0,NHS Dumfries and Galloway,S92000003
1030,2014Q2,S08000017,S08000017,Lymphoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
1031,2014Q2,S08000017,S08000017,Melanoma,5.0,5.0,NHS Dumfries and Galloway,S92000003
1032,2014Q2,S08000017,S08000017,Ovarian,5.0,5.0,NHS Dumfries and Galloway,S92000003
1033,2014Q2,S08000017,S08000017,Upper GI,11.0,11.0,NHS Dumfries and Galloway,S92000003
1034,2014Q2,S08000017,S08000017,Urological,18.0,18.0,NHS Dumfries and Galloway,S92000003
1035,2014Q3,S08000015,S08000017,Breast,5.0,5.0,NHS Dumfries and Galloway,S92000003
1036,2014Q3,S08000017,S08000017,Breast,16.0,16.0,NHS Dumfries and Galloway,S92000003
1037,2014Q3,S08000017,S08000017,Cervical,1.0,1.0,NHS Dumfries and Galloway,S92000003
1038,2014Q3,S08000017,S08000017,Colorectal,18.0,17.0,NHS Dumfries and Galloway,S92000003
1039,2014Q3,S08000017,S08000017,Lung,18.0,18.0,NHS Dumfries and Galloway,S92000003
1040,2014Q3,S08000017,S08000017,Lymphoma,1.0,1.0,NHS Dumfries and Galloway,S92000003
1041,2014Q3,S08000017,S08000017,Melanoma,8.0,8.0,NHS Dumfries and Galloway,S92000003
1042,2014Q3,S08000017,S08000017,Ovarian,4.0,4.0,NHS Dumfries and Galloway,S92000003
1043,2014Q3,S08000017,S08000017,Upper GI,12.0,12.0,NHS Dumfries and Galloway,S92000003
1044,2014Q3,S08000017,S08000017,Urological,13.0,13.0,NHS Dumfries and Galloway,S92000003
1045,2014Q4,S08000015,S08000017,Breast,15.0,15.0,NHS Dumfries and Galloway,S92000003
1046,2014Q4,S08000017,S08000017,Breast,10.0,10.0,NHS Dumfries and Galloway,S92000003
1047,2014Q4,S08000017,S08000017,Cervical,1.0,1.0,NHS Dumfries and Galloway,S92000003
1048,2014Q4,S08000017,S08000017,Colorectal,17.0,17.0,NHS Dumfries and Galloway,S92000003
1049,2014Q4,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
1050,2014Q4,S08000017,S08000017,Lung,20.0,20.0,NHS Dumfries and Galloway,S92000003
1051,2014Q4,S08000017,S08000017,Lymphoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
1052,2014Q4,S08000017,S08000017,Melanoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
1053,2014Q4,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
1054,2014Q4,S08000017,S08000017,Upper GI,8.0,8.0,NHS Dumfries and Galloway,S92000003
1055,2014Q4,S08000017,S08000017,Urological,16.0,16.0,NHS Dumfries and Galloway,S92000003
1056,2015Q1,S08000015,S08000017,Breast,2.0,2.0,NHS Dumfries and Galloway,S92000003
1057,2015Q1,S08000017,S08000017,Breast,12.0,12.0,NHS Dumfries and Galloway,S92000003
1058,2015Q1,S08000017,S08000017,Colorectal,19.0,19.0,NHS Dumfries and Galloway,S92000003
1059,2015Q1,S08000017,S08000017,Head & Neck,2.0,2.0,NHS Dumfries and Galloway,S92000003
1060,2015Q1,S08000017,S08000017,Lung,20.0,20.0,NHS Dumfries and Galloway,S92000003
1061,2015Q1,S08000017,S08000017,Lymphoma,4.0,4.0,NHS Dumfries and Galloway,S92000003
1062,2015Q1,S08000017,S08000017,Melanoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
1063,2015Q1,S08000017,S08000017,Ovarian,1.0,1.0,NHS Dumfries and Galloway,S92000003
1064,2015Q1,S08000017,S08000017,Upper GI,5.0,5.0,NHS Dumfries and Galloway,S92000003
1065,2015Q1,S08000017,S08000017,Urological,9.0,9.0,NHS Dumfries and Galloway,S92000003
1066,2015Q2,S08000015,S08000017,Breast,3.0,3.0,NHS Dumfries and Galloway,S92000003
1067,2015Q2,S08000017,S08000017,Breast,8.0,8.0,NHS Dumfries and Galloway,S92000003
1068,2015Q2,S08000017,S08000017,Colorectal,15.0,15.0,NHS Dumfries and Galloway,S92000003
1069,2015Q2,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
1070,2015Q2,S08000017,S08000017,Lung,11.0,11.0,NHS Dumfries and Galloway,S92000003
1071,2015Q2,S08000017,S08000017,Lymphoma,4.0,4.0,NHS Dumfries and Galloway,S92000003
1072,2015Q2,S08000017,S08000017,Melanoma,4.0,4.0,NHS Dumfries and Galloway,S92000003
1073,2015Q2,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
1074,2015Q2,S08000017,S08000017,Upper GI,9.0,9.0,NHS Dumfries and Galloway,S92000003
1075,2015Q2,S08000017,S08000017,Urological,3.0,3.0,NHS Dumfries and Galloway,S92000003
1076,2015Q3,S08000015,S08000017,Breast,2.0,2.0,NHS Dumfries and Galloway,S92000003
1077,2015Q3,S08000017,S08000017,Breast,19.0,19.0,NHS Dumfries and Galloway,S92000003
1078,2015Q3,S08000017,S08000017,Cervical,1.0,1.0,NHS Dumfries and Galloway,S92000003
1079,2015Q3,S08000017,S08000017,Colorectal,13.0,11.0,NHS Dumfries and Galloway,S92000003
1080,2015Q3,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
1081,2015Q3,S08000017,S08000017,Lung,16.0,16.0,NHS Dumfries and Galloway,S92000003
1082,2015Q3,S08000017,S08000017,Lymphoma,1.0,1.0,NHS Dumfries and Galloway,S92000003
1083,2015Q3,S08000017,S08000017,Melanoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
1084,2015Q3,S08000017,S08000017,Upper GI,10.0,10.0,NHS Dumfries and Galloway,S92000003
1085,2015Q3,S08000017,S08000017,Urological,16.0,16.0,NHS Dumfries and Galloway,S92000003
1086,2015Q4,S08000015,S08000017,Breast,4.0,4.0,NHS Dumfries and Galloway,S92000003
1087,2015Q4,S08000017,S08000017,Breast,13.0,13.0,NHS Dumfries and Galloway,S92000003
1088,2015Q4,S08000017,S08000017,Colorectal,15.0,15.0,NHS Dumfries and Galloway,S92000003
1089,2015Q4,S08000017,S08000017,Head & Neck,2.0,2.0,NHS Dumfries and Galloway,S92000003
1090,2015Q4,S08000017,S08000017,Lung,17.0,17.0,NHS Dumfries and Galloway,S92000003
1091,2015Q4,S08000017,S08000017,Lymphoma,4.0,4.0,NHS Dumfries and Galloway,S92000003
1092,2015Q4,S08000017,S08000017,Melanoma,1.0,1.0,NHS Dumfries and Galloway,S92000003
1093,2015Q4,S08000017,S08000017,Ovarian,3.0,3.0,NHS Dumfries and Galloway,S92000003
1094,2015Q4,S08000017,S08000017,Upper GI,14.0,14.0,NHS Dumfries and Galloway,S92000003
1095,2015Q4,S08000017,S08000017,Urological,17.0,17.0,NHS Dumfries and Galloway,S92000003
1096,2016Q1,S08000015,S08000017,Breast,7.0,7.0,NHS Dumfries and Galloway,S92000003
1097,2016Q1,S08000017,S08000017,Breast,14.0,14.0,NHS Dumfries and Galloway,S92000003
1098,2016Q1,S08000017,S08000017,Colorectal,19.0,18.0,NHS Dumfries and Galloway,S92000003
1099,2016Q1,S08000017,S08000017,Lung,14.0,14.0,NHS Dumfries and Galloway,S92000003
1100,2016Q1,S08000017,S08000017,Lymphoma,4.0,4.0,NHS Dumfries and Galloway,S92000003
1101,2016Q1,S08000017,S08000017,Melanoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
1102,2016Q1,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
1103,2016Q1,S08000017,S08000017,Upper GI,8.0,8.0,NHS Dumfries and Galloway,S92000003
1104,2016Q1,S08000017,S08000017,Urological,16.0,16.0,NHS Dumfries and Galloway,S92000003
1105,2016Q2,S08000015,S08000017,Breast,7.0,7.0,NHS Dumfries and Galloway,S92000003
1106,2016Q2,S08000017,S08000017,Breast,13.0,13.0,NHS Dumfries and Galloway,S92000003
1107,2016Q2,S08000017,S08000017,Colorectal,21.0,19.0,NHS Dumfries and Galloway,S92000003
1108,2016Q2,S08000017,S08000017,Head & Neck,1.0,1.0,NHS Dumfries and Galloway,S92000003
1109,2016Q2,S08000017,S08000017,Lung,15.0,14.0,NHS Dumfries and Galloway,S92000003
1110,2016Q2,S08000017,S08000017,Lymphoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
1111,2016Q2,S08000017,S08000017,Melanoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
1112,2016Q2,S08000017,S08000017,Ovarian,4.0,4.0,NHS Dumfries and Galloway,S92000003
1113,2016Q2,S08000017,S08000017,Upper GI,11.0,11.0,NHS Dumfries and Galloway,S92000003
1114,2016Q2,S08000017,S08000017,Urological,5.0,4.0,NHS Dumfries and Galloway,S92000003
1115,2016Q3,S08000015,S08000017,Breast,1.0,1.0,NHS Dumfries and Galloway,S92000003
1116,2016Q3,S08000017,S08000017,Breast,6.0,6.0,NHS Dumfries and Galloway,S92000003
1117,2016Q3,S08000017,S08000017,Cervical,1.0,0.0,NHS Dumfries and Galloway,S92000003
1118,2016Q3,S08000017,S08000017,Colorectal,17.0,17.0,NHS Dumfries and Galloway,S92000003
1119,2016Q3,S08000017,S08000017,Lung,17.0,17.0,NHS Dumfries and Galloway,S92000003
1120,2016Q3,S08000017,S08000017,Lymphoma,3.0,3.0,NHS Dumfries and Galloway,S92000003
1121,2016Q3,S08000017,S08000017,Melanoma,2.0,2.0,NHS Dumfries and Galloway,S92000003
1122,2016Q3,S08000017,S08000017,Ovarian,2.0,2.0,NHS Dumfries and Galloway,S92000003
1123,2016Q3,S08000017,S08000017,Upper GI,11.0,11.0,NHS Dumfries and Galloway,S92000003
1124,2016Q3,S08000017,S08000017,Urological,11.0,10.0,NHS Dumfries and Galloway,S92000003
