,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,HBName,HBDateArchived,Country
2943,2015Q4,S08000015,S08000031,Lung,12.0,12.0,NHS Greater Glasgow and Clyde,,S92000003
2944,2015Q4,S08000015,S08000031,Melanoma,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
2945,2015Q4,S08000015,S08000031,Ovarian,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
2946,2015Q4,S08000015,S08000031,Upper GI,15.0,15.0,NHS Greater Glasgow and Clyde,,S92000003
2947,2015Q4,S08000015,S08000031,Urological,5.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
2948,2015Q4,S08000017,S08000031,Head & Neck,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2949,2015Q4,S08000017,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2950,2015Q4,S08000017,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2951,2015Q4,S08000019,S08000031,Breast,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
2952,2015Q4,S08000019,S08000031,Cervical,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
2953,2015Q4,S08000019,S08000031,Colorectal,5.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
2954,2015Q4,S08000019,S08000031,Head & Neck,8.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
2955,2015Q4,S08000019,S08000031,Lung,19.0,19.0,NHS Greater Glasgow and Clyde,,S92000003
2956,2015Q4,S08000019,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2957,2015Q4,S08000019,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2958,2015Q4,S08000019,S08000031,Ovarian,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
2959,2015Q4,S08000019,S08000031,Upper GI,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
2960,2015Q4,S08000019,S08000031,Urological,4.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
2961,2015Q4,S08000022,S08000031,Head & Neck,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2962,2015Q4,S08000022,S08000031,Lung,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
2963,2015Q4,S08000022,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2964,2015Q4,S08000022,S08000031,Urological,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2965,2015Q4,S08000028,S08000031,Cervical,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2966,2015Q4,S08000028,S08000031,Upper GI,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
2967,2015Q4,S08000031,S08000031,Breast,357.0,314.0,NHS Greater Glasgow and Clyde,,S92000003
2968,2015Q4,S08000031,S08000031,Cervical,17.0,17.0,NHS Greater Glasgow and Clyde,,S92000003
2969,2015Q4,S08000031,S08000031,Colorectal,158.0,155.0,NHS Greater Glasgow and Clyde,,S92000003
2970,2015Q4,S08000031,S08000031,Head & Neck,89.0,86.0,NHS Greater Glasgow and Clyde,,S92000003
2971,2015Q4,S08000031,S08000031,Lung,251.0,251.0,NHS Greater Glasgow and Clyde,,S92000003
2972,2015Q4,S08000031,S08000031,Lymphoma,63.0,63.0,NHS Greater Glasgow and Clyde,,S92000003
2973,2015Q4,S08000031,S08000031,Melanoma,99.0,99.0,NHS Greater Glasgow and Clyde,,S92000003
2974,2015Q4,S08000031,S08000031,Ovarian,36.0,36.0,NHS Greater Glasgow and Clyde,,S92000003
2975,2015Q4,S08000031,S08000031,Upper GI,156.0,154.0,NHS Greater Glasgow and Clyde,,S92000003
2976,2015Q4,S08000031,S08000031,Urological,287.0,260.0,NHS Greater Glasgow and Clyde,,S92000003
2977,2015Q4,S08000032,S08000031,Breast,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
2978,2015Q4,S08000032,S08000031,Cervical,7.0,7.0,NHS Greater Glasgow and Clyde,,S92000003
2979,2015Q4,S08000032,S08000031,Colorectal,10.0,10.0,NHS Greater Glasgow and Clyde,,S92000003
2980,2015Q4,S08000032,S08000031,Head & Neck,13.0,12.0,NHS Greater Glasgow and Clyde,,S92000003
2981,2015Q4,S08000032,S08000031,Lung,14.0,14.0,NHS Greater Glasgow and Clyde,,S92000003
2982,2015Q4,S08000032,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2983,2015Q4,S08000032,S08000031,Melanoma,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
2984,2015Q4,S08000032,S08000031,Ovarian,5.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
2985,2015Q4,S08000032,S08000031,Upper GI,7.0,7.0,NHS Greater Glasgow and Clyde,,S92000003
2986,2015Q4,S08000032,S08000031,Urological,11.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
2987,2016Q1,S08000015,S08000031,Breast,1.0,0.0,NHS Greater Glasgow and Clyde,,S92000003
2988,2016Q1,S08000015,S08000031,Cervical,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
2989,2016Q1,S08000015,S08000031,Colorectal,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
2990,2016Q1,S08000015,S08000031,Head & Neck,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
2991,2016Q1,S08000015,S08000031,Lung,16.0,16.0,NHS Greater Glasgow and Clyde,,S92000003
2992,2016Q1,S08000015,S08000031,Melanoma,5.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
2993,2016Q1,S08000015,S08000031,Ovarian,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
2994,2016Q1,S08000015,S08000031,Upper GI,19.0,18.0,NHS Greater Glasgow and Clyde,,S92000003
2995,2016Q1,S08000015,S08000031,Urological,3.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
2996,2016Q1,S08000017,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2997,2016Q1,S08000019,S08000031,Breast,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
2998,2016Q1,S08000019,S08000031,Cervical,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
2999,2016Q1,S08000019,S08000031,Colorectal,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3000,2016Q1,S08000019,S08000031,Head & Neck,10.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
3001,2016Q1,S08000019,S08000031,Lung,18.0,18.0,NHS Greater Glasgow and Clyde,,S92000003
3002,2016Q1,S08000019,S08000031,Lymphoma,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3003,2016Q1,S08000019,S08000031,Ovarian,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3004,2016Q1,S08000019,S08000031,Upper GI,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
3005,2016Q1,S08000019,S08000031,Urological,7.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3006,2016Q1,S08000022,S08000031,Lung,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3007,2016Q1,S08000022,S08000031,Upper GI,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3008,2016Q1,S08000022,S08000031,Urological,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3009,2016Q1,S08000031,S08000031,Breast,341.0,305.0,NHS Greater Glasgow and Clyde,,S92000003
3010,2016Q1,S08000031,S08000031,Cervical,17.0,17.0,NHS Greater Glasgow and Clyde,,S92000003
3011,2016Q1,S08000031,S08000031,Colorectal,166.0,161.0,NHS Greater Glasgow and Clyde,,S92000003
3012,2016Q1,S08000031,S08000031,Head & Neck,74.0,73.0,NHS Greater Glasgow and Clyde,,S92000003
3013,2016Q1,S08000031,S08000031,Lung,251.0,251.0,NHS Greater Glasgow and Clyde,,S92000003
3014,2016Q1,S08000031,S08000031,Lymphoma,76.0,76.0,NHS Greater Glasgow and Clyde,,S92000003
3015,2016Q1,S08000031,S08000031,Melanoma,91.0,89.0,NHS Greater Glasgow and Clyde,,S92000003
3016,2016Q1,S08000031,S08000031,Ovarian,29.0,29.0,NHS Greater Glasgow and Clyde,,S92000003
3017,2016Q1,S08000031,S08000031,Upper GI,132.0,131.0,NHS Greater Glasgow and Clyde,,S92000003
3018,2016Q1,S08000031,S08000031,Urological,312.0,259.0,NHS Greater Glasgow and Clyde,,S92000003
3019,2016Q1,S08000032,S08000031,Breast,9.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
3020,2016Q1,S08000032,S08000031,Cervical,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3021,2016Q1,S08000032,S08000031,Colorectal,12.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
3022,2016Q1,S08000032,S08000031,Head & Neck,7.0,7.0,NHS Greater Glasgow and Clyde,,S92000003
3023,2016Q1,S08000032,S08000031,Lung,10.0,10.0,NHS Greater Glasgow and Clyde,,S92000003
3024,2016Q1,S08000032,S08000031,Lymphoma,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3025,2016Q1,S08000032,S08000031,Melanoma,8.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3026,2016Q1,S08000032,S08000031,Ovarian,5.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3027,2016Q1,S08000032,S08000031,Upper GI,9.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
3028,2016Q1,S08000032,S08000031,Urological,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3029,2016Q2,S08000015,S08000031,Breast,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3030,2016Q2,S08000015,S08000031,Cervical,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3031,2016Q2,S08000015,S08000031,Colorectal,8.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
3032,2016Q2,S08000015,S08000031,Head & Neck,7.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3033,2016Q2,S08000015,S08000031,Lung,14.0,14.0,NHS Greater Glasgow and Clyde,,S92000003
3034,2016Q2,S08000015,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3035,2016Q2,S08000015,S08000031,Ovarian,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3036,2016Q2,S08000015,S08000031,Upper GI,16.0,16.0,NHS Greater Glasgow and Clyde,,S92000003
3037,2016Q2,S08000015,S08000031,Urological,4.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3038,2016Q2,S08000017,S08000031,Head & Neck,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3039,2016Q2,S08000019,S08000031,Cervical,5.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3040,2016Q2,S08000019,S08000031,Colorectal,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3041,2016Q2,S08000019,S08000031,Head & Neck,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3042,2016Q2,S08000019,S08000031,Lung,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
3043,2016Q2,S08000019,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3044,2016Q2,S08000019,S08000031,Ovarian,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3045,2016Q2,S08000019,S08000031,Upper GI,10.0,10.0,NHS Greater Glasgow and Clyde,,S92000003
3046,2016Q2,S08000019,S08000031,Urological,4.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3047,2016Q2,S08000022,S08000031,Lung,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3048,2016Q2,S08000022,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3049,2016Q2,S08000022,S08000031,Ovarian,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3050,2016Q2,S08000022,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3051,2016Q2,S08000022,S08000031,Urological,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3052,2016Q2,S08000028,S08000031,Cervical,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3053,2016Q2,S08000028,S08000031,Head & Neck,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3054,2016Q2,S08000028,S08000031,Lung,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3055,2016Q2,S08000028,S08000031,Urological,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3056,2016Q2,S08000029,S08000031,Urological,1.0,0.0,NHS Greater Glasgow and Clyde,,S92000003
3057,2016Q2,S08000031,S08000031,Breast,310.0,287.0,NHS Greater Glasgow and Clyde,,S92000003
3058,2016Q2,S08000031,S08000031,Cervical,14.0,13.0,NHS Greater Glasgow and Clyde,,S92000003
3059,2016Q2,S08000031,S08000031,Colorectal,171.0,164.0,NHS Greater Glasgow and Clyde,,S92000003
3060,2016Q2,S08000031,S08000031,Head & Neck,77.0,74.0,NHS Greater Glasgow and Clyde,,S92000003
3061,2016Q2,S08000031,S08000031,Lung,241.0,240.0,NHS Greater Glasgow and Clyde,,S92000003
3062,2016Q2,S08000031,S08000031,Lymphoma,71.0,70.0,NHS Greater Glasgow and Clyde,,S92000003
3063,2016Q2,S08000031,S08000031,Melanoma,104.0,103.0,NHS Greater Glasgow and Clyde,,S92000003
3064,2016Q2,S08000031,S08000031,Ovarian,35.0,35.0,NHS Greater Glasgow and Clyde,,S92000003
3065,2016Q2,S08000031,S08000031,Upper GI,160.0,155.0,NHS Greater Glasgow and Clyde,,S92000003
3066,2016Q2,S08000031,S08000031,Urological,270.0,227.0,NHS Greater Glasgow and Clyde,,S92000003
3067,2016Q2,S08000032,S08000031,Breast,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3068,2016Q2,S08000032,S08000031,Cervical,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3069,2016Q2,S08000032,S08000031,Colorectal,12.0,11.0,NHS Greater Glasgow and Clyde,,S92000003
3070,2016Q2,S08000032,S08000031,Head & Neck,13.0,13.0,NHS Greater Glasgow and Clyde,,S92000003
3071,2016Q2,S08000032,S08000031,Lung,13.0,13.0,NHS Greater Glasgow and Clyde,,S92000003
3072,2016Q2,S08000032,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3073,2016Q2,S08000032,S08000031,Melanoma,7.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3074,2016Q2,S08000032,S08000031,Ovarian,8.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
3075,2016Q2,S08000032,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3076,2016Q2,S08000032,S08000031,Urological,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3077,2016Q3,S08000015,S08000031,Cervical,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3078,2016Q3,S08000015,S08000031,Colorectal,7.0,7.0,NHS Greater Glasgow and Clyde,,S92000003
3079,2016Q3,S08000015,S08000031,Head & Neck,10.0,10.0,NHS Greater Glasgow and Clyde,,S92000003
3080,2016Q3,S08000015,S08000031,Lung,17.0,17.0,NHS Greater Glasgow and Clyde,,S92000003
3081,2016Q3,S08000015,S08000031,Lymphoma,1.0,0.0,NHS Greater Glasgow and Clyde,,S92000003
3082,2016Q3,S08000015,S08000031,Melanoma,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3083,2016Q3,S08000015,S08000031,Ovarian,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3084,2016Q3,S08000015,S08000031,Upper GI,20.0,19.0,NHS Greater Glasgow and Clyde,,S92000003
3085,2016Q3,S08000015,S08000031,Urological,5.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3086,2016Q3,S08000017,S08000031,Head & Neck,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3087,2016Q3,S08000019,S08000031,Cervical,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3088,2016Q3,S08000019,S08000031,Colorectal,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3089,2016Q3,S08000019,S08000031,Head & Neck,8.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
3090,2016Q3,S08000019,S08000031,Lung,11.0,11.0,NHS Greater Glasgow and Clyde,,S92000003
3091,2016Q3,S08000019,S08000031,Lymphoma,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3092,2016Q3,S08000019,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3093,2016Q3,S08000019,S08000031,Ovarian,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3094,2016Q3,S08000019,S08000031,Upper GI,15.0,15.0,NHS Greater Glasgow and Clyde,,S92000003
3095,2016Q3,S08000019,S08000031,Urological,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3096,2016Q3,S08000022,S08000031,Colorectal,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3097,2016Q3,S08000022,S08000031,Lung,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3098,2016Q3,S08000022,S08000031,Lymphoma,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3099,2016Q3,S08000022,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3100,2016Q3,S08000022,S08000031,Upper GI,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3101,2016Q3,S08000028,S08000031,Colorectal,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3102,2016Q3,S08000028,S08000031,Head & Neck,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3103,2016Q3,S08000028,S08000031,Ovarian,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3104,2016Q3,S08000031,S08000031,Breast,318.0,289.0,NHS Greater Glasgow and Clyde,,S92000003
3105,2016Q3,S08000031,S08000031,Cervical,11.0,11.0,NHS Greater Glasgow and Clyde,,S92000003
3106,2016Q3,S08000031,S08000031,Colorectal,162.0,155.0,NHS Greater Glasgow and Clyde,,S92000003
3107,2016Q3,S08000031,S08000031,Head & Neck,85.0,82.0,NHS Greater Glasgow and Clyde,,S92000003
3108,2016Q3,S08000031,S08000031,Lung,243.0,243.0,NHS Greater Glasgow and Clyde,,S92000003
3109,2016Q3,S08000031,S08000031,Lymphoma,66.0,65.0,NHS Greater Glasgow and Clyde,,S92000003
3110,2016Q3,S08000031,S08000031,Melanoma,102.0,101.0,NHS Greater Glasgow and Clyde,,S92000003
3111,2016Q3,S08000031,S08000031,Ovarian,36.0,36.0,NHS Greater Glasgow and Clyde,,S92000003
3112,2016Q3,S08000031,S08000031,Upper GI,146.0,140.0,NHS Greater Glasgow and Clyde,,S92000003
3113,2016Q3,S08000031,S08000031,Urological,291.0,242.0,NHS Greater Glasgow and Clyde,,S92000003
3114,2016Q3,S08000032,S08000031,Breast,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3115,2016Q3,S08000032,S08000031,Cervical,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3116,2016Q3,S08000032,S08000031,Colorectal,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
3117,2016Q3,S08000032,S08000031,Head & Neck,8.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
3118,2016Q3,S08000032,S08000031,Lung,17.0,17.0,NHS Greater Glasgow and Clyde,,S92000003
3119,2016Q3,S08000032,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3120,2016Q3,S08000032,S08000031,Melanoma,6.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3121,2016Q3,S08000032,S08000031,Ovarian,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3122,2016Q3,S08000032,S08000031,Upper GI,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3123,2016Q3,S08000032,S08000031,Urological,15.0,11.0,NHS Greater Glasgow and Clyde,,S92000003
3124,2016Q4,S08000015,S08000031,Breast,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3125,2016Q4,S08000015,S08000031,Cervical,5.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3126,2016Q4,S08000015,S08000031,Colorectal,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
3127,2016Q4,S08000015,S08000031,Head & Neck,4.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3128,2016Q4,S08000015,S08000031,Lung,15.0,15.0,NHS Greater Glasgow and Clyde,,S92000003
3129,2016Q4,S08000015,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3130,2016Q4,S08000015,S08000031,Melanoma,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3131,2016Q4,S08000015,S08000031,Ovarian,5.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3132,2016Q4,S08000015,S08000031,Upper GI,16.0,16.0,NHS Greater Glasgow and Clyde,,S92000003
3133,2016Q4,S08000015,S08000031,Urological,7.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3134,2016Q4,S08000017,S08000031,Head & Neck,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3135,2016Q4,S08000019,S08000031,Cervical,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3136,2016Q4,S08000019,S08000031,Colorectal,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3137,2016Q4,S08000019,S08000031,Head & Neck,11.0,11.0,NHS Greater Glasgow and Clyde,,S92000003
3138,2016Q4,S08000019,S08000031,Lung,14.0,14.0,NHS Greater Glasgow and Clyde,,S92000003
3139,2016Q4,S08000019,S08000031,Lymphoma,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3140,2016Q4,S08000019,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3141,2016Q4,S08000019,S08000031,Ovarian,5.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3142,2016Q4,S08000019,S08000031,Upper GI,10.0,10.0,NHS Greater Glasgow and Clyde,,S92000003
3143,2016Q4,S08000019,S08000031,Urological,7.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3144,2016Q4,S08000022,S08000031,Head & Neck,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3145,2016Q4,S08000022,S08000031,Lung,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3146,2016Q4,S08000022,S08000031,Ovarian,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3147,2016Q4,S08000022,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3148,2016Q4,S08000024,S08000031,Breast,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3149,2016Q4,S08000028,S08000031,Colorectal,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3150,2016Q4,S08000028,S08000031,Ovarian,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3151,2016Q4,S08000031,S08000031,Breast,301.0,280.0,NHS Greater Glasgow and Clyde,,S92000003
3152,2016Q4,S08000031,S08000031,Cervical,17.0,17.0,NHS Greater Glasgow and Clyde,,S92000003
3153,2016Q4,S08000031,S08000031,Colorectal,163.0,161.0,NHS Greater Glasgow and Clyde,,S92000003
3154,2016Q4,S08000031,S08000031,Head & Neck,88.0,85.0,NHS Greater Glasgow and Clyde,,S92000003
3155,2016Q4,S08000031,S08000031,Lung,246.0,243.0,NHS Greater Glasgow and Clyde,,S92000003
3156,2016Q4,S08000031,S08000031,Lymphoma,64.0,64.0,NHS Greater Glasgow and Clyde,,S92000003
3157,2016Q4,S08000031,S08000031,Melanoma,88.0,84.0,NHS Greater Glasgow and Clyde,,S92000003
3158,2016Q4,S08000031,S08000031,Ovarian,35.0,35.0,NHS Greater Glasgow and Clyde,,S92000003
3159,2016Q4,S08000031,S08000031,Upper GI,173.0,166.0,NHS Greater Glasgow and Clyde,,S92000003
3160,2016Q4,S08000031,S08000031,Urological,329.0,258.0,NHS Greater Glasgow and Clyde,,S92000003
3161,2016Q4,S08000032,S08000031,Breast,5.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3162,2016Q4,S08000032,S08000031,Cervical,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3163,2016Q4,S08000032,S08000031,Colorectal,7.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3164,2016Q4,S08000032,S08000031,Lung,19.0,19.0,NHS Greater Glasgow and Clyde,,S92000003
3165,2016Q4,S08000032,S08000031,Melanoma,4.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3166,2016Q4,S08000032,S08000031,Ovarian,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3167,2016Q4,S08000032,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3168,2016Q4,S08000032,S08000031,Urological,9.0,5.0,NHS Greater Glasgow and Clyde,,S92000003
3169,2017Q1,S08000015,S08000031,Breast,2.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3170,2017Q1,S08000015,S08000031,Cervical,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3171,2017Q1,S08000015,S08000031,Colorectal,8.0,8.0,NHS Greater Glasgow and Clyde,,S92000003
3172,2017Q1,S08000015,S08000031,Head & Neck,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
3173,2017Q1,S08000015,S08000031,Lung,12.0,12.0,NHS Greater Glasgow and Clyde,,S92000003
3174,2017Q1,S08000015,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3175,2017Q1,S08000015,S08000031,Ovarian,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3176,2017Q1,S08000015,S08000031,Upper GI,6.0,6.0,NHS Greater Glasgow and Clyde,,S92000003
3177,2017Q1,S08000015,S08000031,Urological,4.0,4.0,NHS Greater Glasgow and Clyde,,S92000003
3178,2017Q1,S08000017,S08000031,Breast,1.0,0.0,NHS Greater Glasgow and Clyde,,S92000003
3179,2017Q1,S08000017,S08000031,Head & Neck,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3180,2017Q1,S08000019,S08000031,Breast,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3181,2017Q1,S08000019,S08000031,Cervical,3.0,3.0,NHS Greater Glasgow and Clyde,,S92000003
3182,2017Q1,S08000019,S08000031,Colorectal,2.0,2.0,NHS Greater Glasgow and Clyde,,S92000003
3183,2017Q1,S08000019,S08000031,Head & Neck,13.0,13.0,NHS Greater Glasgow and Clyde,,S92000003
3184,2017Q1,S08000019,S08000031,Lung,17.0,17.0,NHS Greater Glasgow and Clyde,,S92000003
3185,2017Q1,S08000019,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3186,2017Q1,S08000019,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,,S92000003
3187,2017Q1,S08000019,S08000031,Ovarian,9.0,9.0,NHS Greater Glasgow and Clyde,,S92000003
